Date;Time;Severity;From;Line;Message
2016/11/30;16:31:25.724;DEBUG;cfg-proc.cpp;382;"Chequeando Configuracion en: 192.168.0.212:9999..."
2016/11/30;16:31:26.868;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:31:26.881;ERROR;cfg-proc.cpp;403;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:9999. "
2016/11/30;16:31:27.293;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:31:27.315;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:31:32.295;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:31:32.324;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:31:36.783;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:31:36.870;DEBUG;cfg-proc.cpp;382;"Chequeando Configuracion en: 192.168.0.212:9999..."
2016/11/30;16:31:37.290;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:31:37.314;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:31:38.024;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:31:38.037;ERROR;cfg-proc.cpp;403;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:9999. "
2016/11/30;16:31:42.290;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:31:42.315;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:31:47.295;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:31:47.322;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:31:47.940;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:31:48.027;DEBUG;cfg-proc.cpp;382;"Chequeando Configuracion en: 192.168.0.212:9999..."
2016/11/30;16:31:49.187;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:31:49.200;ERROR;cfg-proc.cpp;403;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:9999. "
2016/11/30;16:31:52.336;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:31:52.365;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:31:57.336;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:31:57.364;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:31:59.103;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:31:59.190;DEBUG;cfg-proc.cpp;382;"Chequeando Configuracion en: 192.168.0.212:9999..."
2016/11/30;16:32:00.341;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:32:00.354;ERROR;cfg-proc.cpp;403;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:9999. "
2016/11/30;16:32:02.352;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:32:02.378;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:32:07.355;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:32:07.368;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:32:10.263;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:32:10.359;DEBUG;cfg-proc.cpp;382;"Chequeando Configuracion en: 192.168.0.212:9999..."
2016/11/30;16:32:11.506;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:32:11.519;ERROR;cfg-proc.cpp;403;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:9999. "
